tokens,labels
stats day arrive 1 new follower unfollowers :) via ,1
rettweet :-) ,1
good :( ,0
imma use next time :) ,1
tierd :( ,0
fuck hate wake like time can't fall back asleep ugh :( ,0
first third look promising else fails make decision go :) ,1
ladygaga bet 20 friend follow ✧ ｡ chelny ｡ ✧ end month disappoint :( ,0
earth . . . :d ,1
fine day :) ,1
♛ ♛ ♛ 》 》 》 love much beli̇eve wi̇ll follow please follow please justi̇n :( x15 328 》 》 》 ｓｅｅ ｍｅ ♛ ♛ ♛ ,0
love suck :d ,1
ah good luck cat use let go house something play winter fast little bugger :( ,0
get :( come ,0
followed thanks please followed :( ,0
miss :-( ,0
monica go davao :( luckyyyy ,0
come one every bad :) ,1
love :) ,1
like video subs plz :( ,0
yes already add please check final design :) ,1
one :-( ,0
noone live drag draw ok :( ,0
thank :) happy birthday ,1
really dont love much :) ,1
great thanks lovely :-) almost 40 response first hour delighted really great comment next ,1
get back walmart :-) ,1
joe i'm sick come round make soup :( ,0
u get call tp law :( ,0
publilius syrus fear death dread death :-) ,1
follow follow u back :) ,1
aww really wanna get hope wish would :( ,0
... cup empty :d ,1
i'm really try hard level working-on-a-tight-schedule art comic know sometimes art look :( ganbarimasu ,0
goodnight hayli :) ,1
justinbieber bet 20 friend follow ✧ ｡ chelny ｡ ✧ end month disappoint :( ,0
kind word thank much much good #cheltenham area :) ,1
wife 2 kid poor :-) ,1
aw man get good soon :( ,0
bale :( ,0
let's :) ,1
kik thessidew 877 #kik #kikmeguys #facetime #omegle #bored #quote #sexi :( ,0
next :) ,1
great video :d ,1
great way good last night tonight's shift work hopefully good short thanks tweetin :) ,1
2nd thought college :( ,0
#starsquad ⭐ get follow please vikk fna :) ,1
sort early hour thanks help raise initial issue make community :) ,1
sweat look omg :( ,0
:( bapak royal prima hospital — ,0
honestly point care compensation want able play bf :( ,0
come hope stop rain point :d ,1
yeahhh :( .. mean hacharatt ,0
good man shame long cigar though :( ,0
followed thanks please followed :( ,0
aku chelsea koe emyu see miss :( ,0
feeling sucky w run nose cough sore throat fever :-( ,0
♛ ♛ ♛ 》 》 》 love much beli̇eve wi̇ll follow please follow please justi̇n :( x15 348 》 》 》 ｓｅｅ ｍｅ ♛ ♛ ♛ ,0
love :) ,1
jgh :( im effin tired ,0
probably find funny 2:22 :-) ,1
2 week mockingjay leave well slow :( ,0
hope great one :) ,1
please ask upvotes :( ,0
i'm insecure tonight :-) ,1
nawee :( ,0
tile nice green bore love original glass door guy downstairs :) ,1
good girl best wish :-) ,1
ok :( im want talk ,0
:( ,0
easy clever interested audience welcome :) ,1
summers #standrews join us fish chips sandcastle fun :) ,1
min follback :( ,0
rain like cat dog ... can't go anywhere .. water road everywhere .. :( ,0
want new stuff :( use love friday's xur month excitement :( ,0
love :) #teenchoice #choiceinternationalartist #superjunior ,1
really that's great cool bit az might give cauliflower one attempt thanks :) ,1
help god :( ,0
thanks follow great day :) ,1
kinda true :( ,0
rettweet :-) ,1
please enjoy clip lose shit cypher :) ,1
good weekend :) ,1
really cutie :d ,1
cannot even sleep right :( ,0
3hrs .. :) tym prepare ,1
ask go bathroom :-( i'm really enjoy show though ,0
twitter buddy able 5 minute transparency job shit photoshop :( ,0
a5 girl wardrobe would w :) #wsalelove ,1
enjoy :) ,1
leeteuk oppa miss :) #teenchoice #choiceinternationalartist #superjunior ,1
stats week arrive 3 new follower unfollowers :) via ,1
i'm get :( we're least speak ,0
need small lady walk back sore ... :( ,0
dm :p ,1
friendzone :( ,0
well summer :( know last live britain ☺ ️ 😂 😁 ,0
fav awake fam :) ,1
need twin :( ,0
garret ❤ :d ,1
hi i'm madison i'm 13 suppose twitter family :) #beonknockknock ,1
go :( hello offer free perfume sample chanel burberry prada giveaway site please check bio ,0
still :( ,0
hate people text back :( ,0
hi bam follow bestfriend love lot :) see warsaw <3 love <3 x14 ,1
bit tire 3 hour salsa dance last night definitely worth happy friday everyone :-) ,1
morning twitter people :d ,1
cant wait get baller g lil faded chain :) everybody ought know ,1
i'm good thanks hope well :-) xx ,1
pret :( wkwkw verfied active forget follow member thanks join goodbye ,0
want chocolate lucozade :( :( :( :( :( ,0
freedom hangout whoever want :) ,1
first day work walk rest life :-) ,1
ugh well could still say i'm lucky sapiosexual :( ,0
need like tell na na okay lang :( ,0
read :) #kunoriforceo #ceo1month ,1
trying face paint show #muertosatfringe :) ,1
follow follow u back :) ,1
:( get u nice lil gf ,0
list board see couple week :-) ,1
nice convo like normal person instead post u feel 200 close twitter friends :-) ,1
thanks alex :-) ,1
leave alone :( ,0
flat love make puke :( ,0
:( :( :( target ftw ,0
happy wonderful birthday love 💟 beautiful day world :) ,1
pls win :( ,0
already miss much :( ,0
congrats ryan jamie delighted :) xx ,1
follow follow u back :) ,1
mine still work wtf miss daily chance go miss mecha-totems keep :( ,0
hola juan .. sending big hi houston tx :) i've fan jenni family year's stumble upon video ,1
helpful ... stop cry :( ,0
thanks share :-) ,1
forgot u :) ,1
like :( ,0
stats day arrive 2 new follower unfollowers :) via ,1
happy birthday :) ,1
mega powers expelled :-) ,1
follow :( ,0
#followfriday top influencers community week :) ,1
follow follow u back :) ,1
wow like ur tattoo — thank :) love ,1
high time :( v sad ,0
m's kitkat please :( ,0
turtle net :-( ,0
enjoy :( ,0
thanks follow great day :) ,1
welcome hope help :) ,1
perfect evening light help good one jackie :) ,1
cannot view picture unhappy seat bus :( ,0
uniting oppress mass take forever :( look wat happen n afghanistn war tear end n ,0
bby might take one :) ,1
bank credit department bad enough anz go extreme offshoring absolutely classic :-) #gottolovebanks ,1
rofl shades grey netsec edition :-) ,1
... havent finished yet :( ,0
follow follow u back :) ,1
like game :) ,1
yeah i'm pretty proud :d #nailedit #ourdisneyinfinity ,1
buy book #mememe live finland :( ,0
followed thanks please followed :( ,0
oh gosh say aw hun :( cuddle ,0
#jummamubarak every one :) take shower wear good #shalwarkameez #itter offer #jummaprayer ... ,1
yeah bring boom da'esh co-ord fsa #estatic :) ,1
listen tonight tough full time job :-( ,0
yes thank much care send link :) :) ♥ promo song beautiful ,1
photo boyirl :( ,0
ahhh u see u wake :( ,0
real :) ,1
epic fail #ubericecream page wont even load :-( ,0
go together like copy paste :) ,1
omg happy late birthday i'm sorry miss :( love though hope lot fun 😘 🎉 ,0
bad :( like video many perverse ,0
yeah horrible :( big hug mean lot x ,0
fulfil fantasy :) 👉 👈 💗 ,1
get sad every time think ... get chesties :( ,0
omg math channel continue like doubt get 2 300 sub 200 subs video come :) :/ ,1
home alone :d ,1
follow already :( ,0
think hard bed :p ,1
ah find thanks :) ,1
behave else u jump_julias malema :d ,1
pls :( ,0
dream game setup part 2 finish :d ,1
good morning sn16 9dg stop following follow sign instead soon see :) ,1
first day sch miss share class w jeslyn already :-( ,0
happy happy birthday emily :d ,1
one japan's pop artist become one follower ig ... nice :) ,1
laper banget :( ,0
anyway friday look kinda gooood :) ,1
follow follow u back :) ,1
lot people suggest still :( ,0
get sick :( ,0
well interesting breakfast … back holiday :) ,1
hay idk baby :( 😭 😭 😭 ,0
hi saw u follow think u might like dark plz let us know u think :) ,1
one awake :( ,0
enjoy :) ,1
caaaannntttt :( ,0
hello :) get youth job opportunities follow ,1
miss chel :( ,0
ever wanna sleeep :( let mee ,0
hateeeee time apart :( ,0
movie marathon anyonneeee :( loner af ,0
bad news nothing new wait cold weekend load shed :( ,0
time bracelet :) ,1
gtg :( ,0
know name particularly striking happy day :) ,1
u old :( ,0
cnn run strapline movie theatres safe ... yes that's problem lie :-( #guncontrol #lafayette ,0
brand want review beauty product blog mail ladolcevitainluxembourg.com #prrequest #journorequest :) ,1
wrong turn 6 amaze movie :) ,1
enjoy sorry hastily type message :) ,1
cuz think could ask team snapchat make live concert since last concert eunhae :( ,0
ive try play damn beta like 12 hour :( ,0
thanks london favorite city earth wishing wicked weekend :) ,1
:( edward hopper ,0
please help find replacement strap dz9055 :( love watch ,0
sorry hear :-( hope ok stream lately get new job stocko back ,0
thank :-) ,1
uuu make hungry :( haha enjoy meal ,0
morning tweeps new post today please like share see thanks :) ,1
want create first #bboying #cardgame #pixelart #gamedesign :d think #indiedev #pixel_dailies #gamedev ,1
that's ok know busy :) ,1
welcome know everything 😉 let's hope soon 😁 excite ultor :d ,1
hi would like concert let know city country i'll start work thanks :) ,1
happy friyay happy follower :-) xxx ♥ ,1
pic nash come :) ,1
yes hddcs also favourite :) salman khan movie eternal case watch pthht ,1
pamper day :) great cuts angelo justin quezon city ,1
another amazing video kev :) proud wonderful support wonderful person :) ,1
along fever :( ,0
say must chris ellis :) ,1
call #flipkartfashionfriday effect :) ,1
miss abudhabi :( ,0
totally ship #danzell i'm craft can't go vidcon would sell soul devil get hug dan phil :( ,0
saturday classes :( ,0
listen album live france :( ,0
awful :( #sayhername #sandrabland ,0
ouch hurt :( ,0
smell like :-( ,0
paindo want say #follow :p ,1
make happy :) ,1
follow :) ,1
would call anti-christ m8 :d ,1
lovely chat cycling oxford campaigner way home yesterday cycle rout please :) #cycling #oxford ,1
thanks link :) x ,1
know right sure leave huge gap comic plot :( ,0
finally go drive tonight :-) ,1
hey miss :( ,0
oh fun :) ,1
break heart cause i'm hard :( ,0
week 2 :( can't wait week 3 😊 ,0
yes mam :) #wsalelove ,1
nhe yar :( ,0
valentine et al find r'ships btwn homo biphobic comment certain discipline incl european langs lit education :( #fresherstofinals ,0
ok ok :d ,1
hi see u like fourfiveseconds think u might like deaf ears plz let know u think :) ,1
m's voice :( lord help ,0
last night's sky :) #holiday #sunshine #sky #pretty ,1
yahuda nosmet thank follow twitter account :-) ,1
huh :( yes ,0
hi check final design :) ,1
morning thanks join us happy friday :-) ,1
still back shape :( ,0
msged say 3 5 day response im stick chiquitos :) xx ,1
mom :) horror movie ,1
come back next thursday still hang :-) hehe say hi love u ,1
taal lake love :) philippines #retweet ,1
looking forward meet tower today :) ,1
oh great :) ,1
ack think read :) hear good thing far seem .. awesome hih :) ,1
truly miss play piano much never stop :( ,0
connect leave company alert :( ,0
hey girl must google plus can't convince fr end hang outfwith :( ,0
alone :-( :'( :-\ ,0
sorry i'm fully book :-( xx ,0
tack :-) ,1
#kfckitchentours kitchen clean i'm totally amaze :) ,1
:( ,0
friend :( ,0
try turn :) ,1
thank :) ,1
six months christmas :-) ,1
ugh want right right need ya tay one understand :( ,0
foot cold point take sock okay stop :( ,0
sorry :( ,0
hey christine moody :( ,0
deal i'm great kid :) ,1
go sleep stay entire thing u tmw uwu ... well young jinki old taems one :( gifs ,0
second thought ’ enough time dd :) new short enter system sheep must buy ,1
thanks bro :d x ,1
#mypapamypride #ourdaughtersourpride love n encourage change life everyone :) ,1
wish go leeds festival need see simple plan :( long ,0
can't watch phone sorry :( thank still <3 ,0
awww miss swear twitter day truly bore rather watch movie football :( ,0
really look forward work tonight though :( ,0
madness sure three amiibo price four nintendo store backup … :( ,0
hope everything go great :-) lol ,1
yah :) ,1
mean low limit table xd :( ,0
say bday :) ,1
mean can't wipe :-( ,0
original ticket £ 19 :( ,0
follow follow u back :) ,1
welcome shane online session :( ,0
can't sleep work 6 1/2 hour :( ,0
:( free time monday ,0
freaking cat cuddle :-( ,0
gfriend look cute :( ,0
"jokid :( ""oyyy ",0
can't deal match unless ishii fuck everything :( ,0
love every step way :) ,1
lah can't even watch youtube video miss fast internet :( that's weird though ,0
thanks retweets cool weekend :) ,1
hey saw lot sport like :) #ceo1month #sandroforceo #happy ,1
three refresh cocktail even « hotter » summer one suit :) #londoutrading #cocktails ,1
want meet jacob bad :( ,0
isco close :( ,0
miss boyfriend :( ,0
news #cambridge :-( ,0
last episode really intense :( kagami n kuroko forever <3 ,0
honor :-) ,1
ready scorch srsky :( much tdc ,0
spend friday night without :( ,0
go first lsceens i'll give extra tweet :) ,1
drew aleks :d ,1
ifeelyou :( ,0
painful way die :( ,0
thank . .. :-) ,1
update finish packing fly stick room :) ,1
can't afford please give first full mashup pack please :( ,0
hello fenja great follow :) ,1
pip post think :-( ,0
look u little shit :-) fell asleep wake thought u asleep :-) plus early :-) fuk u dude ,1
first leg tour go well :d #music #band #rock #magictrik #tour ,1
yep expert bisexuality :) good luck ,1
name tho :-( miss ,0
bad good parent also proud today bc guy thank x noticed please :( ,0
homey :) ,1
i'm reply mention :p ,1
none friend come :( ,0
ugly daniel good ape :) ,1
tyler hipster glass :d ,1
#ff hopehousekids pitmantraining walkersmithway let's try #keepitlocal :) ,1
thank beatriz :) ,1
harryxhood really pretty love feel account yaya that's nice :) talk upset ,1
ended soon t_t hurt one eliminate they're good :( #teamzipal smtm 4 ,0
100 sure lose house :( ,0
oh happy hear :) lovely day cl ,1
behave like monster :) ,1
post pic outfit today hashtag ---> #fashionfriday :) upload late today blog join fun ,1
... play al n he'll score fuck night :) ,1
well least it'll refresh :p ,1
:( ,0
i'm really sad live photo set cart shop log :( ,0
i'm even tire :-( ,0
snapchat abbymill 18 #snapchat #snapchatme #wet #sex #sexy #indiemusic #hotels :( ,0
pretty hair :( ,0
zzzzzz ... please let sun come yet ... :( ,0
hinde :( ,0
beyond excite la :-) ,1
someone say :p #fightstickfriday ,1
best friend carina one san francisco let know want get touch :) ,1
hi dm luke please :( ,0
thanks eric mention ou may want consider .. :) ,1
:( #eidwithgrofers ,0
nstp class tomorrow :( ,0
play dota 2 :d ,1
aww :( catch departure ,0
interesting i've never heard reading temporal void atm stem sf need :) ,1
happy run around house wear h shirt :( ,0
work 5 hour ... :( ,0
here's invite become scope influencer :) details ,1
plan watch late 34 min leia appear hologram r2d2 w message obi wan sit w luke :) ,1
smile #friday :) #tgif #weekend ,1
want friend go concert :( ,0
haix wish sp student :( everyday go breakfast im late class already haix ,0
<3 <3 awsme song <3 :-( :-( :'( ,0
think i'm get sick :( ,0
